Unnamed: 0,rating,review,clean_review
4205,1,"worst taste. worst experience. food is not at all fresh, tast is very very bad, food is badly stink of garlic. ",worst taste worst experience food fresh tast bad food badly stink garlic
4206,1,Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.,awesome authentic south indian foodbrghee podi masala dosabrbutter bandi dosabrcheese palak dosabrtheses dosa speciality
4207,1,The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.,taste chutney sambhara also goodbrauthentic south indian taste
4208,5,"worst taste. worst experience. food is not at all fresh, tast is very very bad, food is badly stink of garlic. ",worst taste worst experience food fresh tast bad food badly stink garlic
4209,1,Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.,awesome authentic south indian foodbrghee podi masala dosabrbutter bandi dosabrcheese palak dosabrtheses dosa speciality
4210,1,The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.,taste chutney sambhara also goodbrauthentic south indian taste
4211,5,"worst taste. worst experience. food is not at all fresh, tast is very very bad, food is badly stink of garlic. ",worst taste worst experience food fresh tast bad food badly stink garlic
4212,1,Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.,awesome authentic south indian foodbrghee podi masala dosabrbutter bandi dosabrcheese palak dosabrtheses dosa speciality
4213,1,The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.,taste chutney sambhara also goodbrauthentic south indian taste
4214,5,"worst taste. worst experience. food is not at all fresh, tast is very very bad, food is badly stink of garlic. ",worst taste worst experience food fresh tast bad food badly stink garlic
4215,1,Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.,awesome authentic south indian foodbrghee podi masala dosabrbutter bandi dosabrcheese palak dosabrtheses dosa speciality
4216,1,The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.,taste chutney sambhara also goodbrauthentic south indian taste
4217,5,"worst taste. worst experience. food is not at all fresh, tast is very very bad, food is badly stink of garlic. ",worst taste worst experience food fresh tast bad food badly stink garlic
4218,1,Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.,awesome authentic south indian foodbrghee podi masala dosabrbutter bandi dosabrcheese palak dosabrtheses dosa speciality
4219,1,The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.,taste chutney sambhara also goodbrauthentic south indian taste
4220,5,it was tasty but very spicy 🔥,tasty spicy
4221,5,"horrible just horrible,mutton tastes so bad,you should never ever try this<br/>",horrible horriblemutton tastes badyou never ever try thisbr
4222,5,Murgh Tikka biryani was so nicely packed and tasted delicious.💙,murgh tikka biryani nicely packed tasted delicious
4223,5,just amazing...I have been regularly relishing the food from Ocean Star...It still amazes me everytime...big thumbs up to the whole team for taking care of my taste buds ,amazingi regularly relishing food ocean starit still amazes everytimebig thumbs whole team taking care taste buds
4224,1,i don't like food teast quality and quantity not good,dont like food teast quality quantity good
4225,5,overall a very nice experience. Balanced spices and cream I must say. Looking forward for many other good experiences similar. Keep the Taste up 😜,overall nice experience balanced spices cream must say looking forward many good experiences similar keep taste
4226,1,Taste &amp; quantity was not too good as expected...<br/>..,taste amp quantity good expectedbr
4227,5,Worst chicken i ever had it was way too much chewy and raita too was not good over all worst food,worst chicken ever way much chewy raita good worst food
4228,5,Good quality of the food for takeaway.,good quality food takeaway
4229,4,Food not packed well that any delivery boy or any else can grab it before meal reached,food packed well delivery boy else grab meal reached
4230,1,Over all Pura khana Hi khrab tha please  bhai log yha s order nai krna Chikki dete h <br/>sweet  bolkr,pura khana hi khrab tha please bhai log yha order nai krna chikki dete h brsweet bolkr
4231,2,chole mahek raha hii baadi diya hi,chole mahek raha hii baadi diya hi
4232,5,okay ,okay
4233,1,i ordered palak khichdi and received this paneer rice. horrible i will not eat it for sure. kya order Karte hai aur kya bhejte hain????,ordered palak khichdi received paneer rice horrible eat sure kya order karte hai aur kya bhejte hain
4234,1,it was ok not so good,ok good
4235,1,supar,supar
4236,5,very testy ,testy
4237,1,need to work on jeera rice,need work jeera rice
4238,1,added butter in option ..<br/>but it was not added to my food,added butter option brbut added food
4239,1,no achar ,achar
4240,5,its very nice ,nice
4241,5,tomato catchup ,tomato catchup
4242,1,"perfect name given mom's magic, it makes u feel like taste of moms magic which i never had. thank you, happy Diwali",perfect name given moms magic makes u feel like taste moms magic never thank happy diwali
4243,1,no velu of money not setisfid ,velu money setisfid
4244,5,dear Zomato customer pls don't try this restaurant . quality of food very bad ,dear zomato customer pls dont try restaurant quality food bad
4245,5,3rd class quality ,rd class quality
4246,5,thank you for good experience.,thank good experience
4247,1,quality of butter milk not satisfied. butter milk is full of water without any taste.,quality butter milk satisfied butter milk full water without taste
4248,1,Everything was very cold,everything cold
4249,5,obeyed instructions ,obeyed instructions
4250,1,goid,goid
4251,1,Keep up the good taste ! Will order again,keep good taste order
4252,5,"It was dry chicken rice not chicken biryani, less chicken pieces, the food was hot and looked freshly cooked, had no taste and at this price, it's not acceptable.",dry chicken rice chicken biryani less chicken pieces food hot looked freshly cooked taste price acceptable
4253,1,A bit of disappointment the price online is much higher than the in house menu . No idea why because I don't think the packaging would cost 100 rupee more . Plus Zomato charges for delivery.,bit disappointment price online much higher house menu idea dont think packaging would cost rupee plus zomato charges delivery
4254,3,Keep up the same taste !! Will order again.,keep taste order
4255,1,Pathetic food,pathetic food
4256,5,they sent the wrong order ....<br/><br/>ordered for Jamun they sent Grapes and strawberry....<br/>not recommended <br/>,sent wrong order brbrordered jamun sent grapes strawberrybrnot recommended br
4257,5,good rabri,good rabri
4258,5,top,top
4259,3,nice,nice
4260,1,પ્લેન મઠો મંગાવો નહીં બહાર ફેંકવો પડશે.પાઈનેપલ મઠો બેસ્ટ છે. પાઈનેપલ ની જગ્યાએ ભૂલમાં પ્લેન મંગાવ્યો બધાએ એક ચમચી ખાઈ  કચરા પેટી નાખ્યો.,
4261,5,ordered dry fruit but received dp cold coco<br/><br/>it is taste less,ordered dry fruit received dp cold cocobrbrit taste less
4262,5,mango lassi is not cold....and dry fruits lassi is cold n good,mango lassi coldand dry fruits lassi cold n good
4263,5,nice ,nice
4264,5,good ,good
4265,4,Momos were delicious and crispy. Tried gravy momos from the chefs special section and they were awesome. ,momos delicious crispy tried gravy momos chefs special section awesome
4266,4,Hi Guys. Do try this new outlet for some good momos and fast food. They may be new on the block but they most certainly know to get good food right!,hi guys try new outlet good momos fast food may new block certainly know get good food right
4267,1,"Service is really good and food is the combo of taste and quality. Trust me, It's a must visit place for food. ",service really good food combo taste quality trust must visit place food
4268,2,amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>,amazingbrmust try momos lover struggling good momos suratbrif like momos definitely one dont like momos superduper trybr
4269,5,amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>,amazingbrmust try momos lover struggling good momos suratbrif like momos definitely one dont like momos superduper trybr
4270,5,amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>,amazingbrmust try momos lover struggling good momos suratbrif like momos definitely one dont like momos superduper trybr
4271,5,amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>,amazingbrmust try momos lover struggling good momos suratbrif like momos definitely one dont like momos superduper trybr
4272,5,amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>,amazingbrmust try momos lover struggling good momos suratbrif like momos definitely one dont like momos superduper trybr
